"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"1","1","Gonti, Lord of Luxury","kld","Near Mint","English","","","2025-10-29 13:08:06.133000","84","False","False",""
"1","1","Gonti, Lord of Luxury","cmm","Near Mint","English","","","2025-10-29 13:08:06.133000","162","False","False",""
"4","4","Gonti, Night Minister","dft","Near Mint","English","","","2025-10-29 13:08:06.133000","87","False","False",""
"1","1","Goobbue Gardener","fin","Near Mint","English","foil","","2025-10-29 13:08:06.133000","188","False","False",""
"15","15","Goobbue Gardener","fin","Near Mint","English","","","2025-10-29 13:08:06.133000","188","False","False",""
"3","3","Good-Fortune Unicorn","fdn","Near Mint","English","","","2025-10-29 13:08:06.133000","240","False","False",""
"1","1","Gor Muldrak, Amphinologist","cmr","Near Mint","English","","","2025-11-19 10:20:49.663000","277","False","False",""
"4","4","Gorbag of Minas Morgul","ltr","Near Mint","English","","","2025-10-29 13:08:06.133000","86","False","False",""
"1","1","Goreclaw, Terror of Qal Sisma","plst","Near Mint","English","","","2025-10-29 13:08:06.133000","M19-186","False","False",""
"1","1","Goreclaw, Terror of Qal Sisma","blc","Near Mint","English","","","2025-10-29 13:08:06.133000","222","False","False",""
"7","7","Gorehorn Raider","fdn","Near Mint","English","","","2025-10-29 13:08:06.133000","89","False","False",""
"1","1","Gorehorn Raider","fdn","Near Mint","English","foil","","2025-10-29 13:08:06.133000","89","False","False",""
"1","1","Goremand","cmm","Near Mint","English","","","2025-10-29 13:08:06.133000","163","False","False",""
"3","3","Gorex, the Tombshell","j25","Near Mint","English","","","2025-10-29 13:08:06.133000","67","False","False",""
"3","3","Gorging Vulture","j25","Near Mint","English","","","2025-10-29 13:08:06.133000","449","False","False",""
"1","1","Gorgon Flail","j25","Near Mint","English","","","2025-10-29 13:08:06.133000","752","False","False",""
"1","1","Gorilla Shaman","plst","Near Mint","English","","","2025-10-29 13:08:06.133000","MH2-280","False","False",""
"2","2","Goring Warplow","bro","Near Mint","English","","","2025-10-29 13:08:06.133000","120","False","False",""
"1","1","Gorion, Wise Mentor","clb","Near Mint","English","etched","","2025-10-29 13:08:06.133000","534","False","False",""
"1","1","Goro-Goro, Disciple of Ryusei","neo","Near Mint","English","","","2025-10-29 13:08:06.133000","145","False","False",""
"2","2","Go-Shintai of Ancient Wars","neo","Near Mint","English","","","2026-01-08 21:28:17.513000","144","False","False",""
"2","2","Go-Shintai of Boundless Vigor","neo","Near Mint","English","","","2026-01-08 21:27:50.800000","187","False","False",""
"2","2","Go-Shintai of Hidden Cruelty","neo","Near Mint","English","","","2026-01-08 21:28:23.190000","97","False","False",""
"1","1","Go-Shintai of Hidden Cruelty","neo","Near Mint","English","foil","","2025-10-29 13:08:06.133000","97","False","False",""
"3","3","Go-Shintai of Lost Wisdom","neo","Near Mint","English","","","2026-01-08 21:31:49.557000","55","False","False",""
"2","2","Go-Shintai of Shared Purpose","neo","Near Mint","English","","","2025-10-29 13:08:06.133000","14","False","False",""
"6","6","Gossip's Talent","blb","Near Mint","English","","","2025-10-29 13:08:06.133000","51","False","False",""
"1","1","Gothmog, Morgul Lieutenant","ltr","Near Mint","English","","","2025-10-29 13:08:06.133000","429","False","False",""
"3","3","Gothmog, Morgul Lieutenant","ltr","Near Mint","English","","","2025-10-29 13:08:06.133000","87","False","False",""
"1","1","Gourmand's Talent","blc","Near Mint","English","","","2025-10-29 13:08:06.133000","31","False","False",""
"6","6","Grab the Prize","dsk","Near Mint","English","","","2025-10-29 13:08:06.133000","138","False","False",""
"2","2","Graceful Takedown","woe","Near Mint","English","","","2025-10-29 13:08:06.133000","171","False","False",""
"1","1","Graf Mole","mkc","Near Mint","English","","","2025-10-29 13:08:06.133000","170","False","False",""
"2","2","Graf Rats","inr","Near Mint","English","","","2025-10-29 13:08:06.133000","113","False","False",""
"1","1","Graf Reaver","vow","Near Mint","English","","","2025-10-29 13:08:06.133000","371","False","False",""
"1","1","Graf Reaver","vow","Near Mint","English","foil","","2025-10-29 13:08:06.133000","115","False","False",""
"2","2","Grafdigger's Cage","m20","Near Mint","English","","","2025-10-29 13:08:06.133000","227","False","False",""
"1","1","Grafted Growth","neo","Near Mint","English","","","2025-10-29 13:08:06.133000","188","False","False",""
"2","2","G'raha Tia","fin","Near Mint","English","foil","","2025-10-29 13:08:06.133000","21","False","False",""
"4","4","G'raha Tia","fin","Near Mint","English","","","2025-10-29 13:08:06.133000","21","False","False",""
"1","1","G'raha Tia, Scion Reborn","fic","Near Mint","English","foil","","2025-10-29 13:08:06.133000","3","False","False",""
"1","1","G'raha Tia, Scion Reborn","fic","Near Mint","English","","","2025-10-29 13:08:06.133000","3","False","False",""
"1","1","G'raha Tia, Scion Reborn","fic","Near Mint","English","foil","","2025-10-29 13:08:06.133000","222","False","False",""
"1","1","Graham O'Brien","who","Near Mint","English","","","2025-10-29 13:08:06.133000","104","False","False",""
"1","1","Gran Pulse Ochu","fin","Near Mint","English","foil","","2025-10-29 13:08:06.133000","189","False","False",""
"16","16","Gran Pulse Ochu","fin","Near Mint","English","","","2025-10-29 13:08:06.133000","189","False","False",""
"2","2","Grand Abolisher","big","Near Mint","English","","","2025-10-29 13:08:06.133000","2","False","False",""
"1","1","Grand Arbiter Augustin IV","2x2","Near Mint","English","","","2025-10-29 13:08:06.133000","221","False","False",""
"2","2","Grand Ball Guest","woe","Near Mint","English","","","2025-10-29 13:08:06.133000","134","False","False",""
"1","1","Grand Crescendo","tdc","Near Mint","English","","","2025-10-29 13:08:06.133000","118","False","False",""
"5","5","Grand Entryway // Elegant Rotunda","dsk","Near Mint","English","","","2025-10-29 13:08:06.133000","15","False","False",""
"1","1","Grand Entryway // Elegant Rotunda","dsk","Near Mint","English","","","2025-10-29 13:08:06.133000","287","False","False",""
"1","1","Grand Entryway // Elegant Rotunda","dsk","Near Mint","English","foil","","2025-10-29 13:08:06.133000","287","False","False",""
"3","3","Gran-Gran","tla","Near Mint","English","","","2025-11-21 17:26:41.440000","54","False","False",""
"5","5","Granite Witness","mkm","Near Mint","English","","","2025-10-29 13:08:06.133000","206","False","False",""
"1","1","Grapple with the Past","tdc","Near Mint","English","","","2025-10-29 13:08:06.133000","257","False","False",""
"1","1","Grapple with the Past","inr","Near Mint","English","","","2025-10-29 13:08:06.133000","412","False","False",""
"1","1","Grapple with the Past","m3c","Near Mint","English","","","2025-10-29 13:08:06.133000","230","False","False",""
"3","3","Grapple with the Past","inr","Near Mint","English","","","2025-10-29 13:08:06.133000","199","False","False",""
"1","1","Grapple with the Past","inr","Near Mint","English","foil","","2025-10-29 13:08:06.133000","199","False","False",""
"1","1","Grasp of Fate","wot","Near Mint","English","","","2025-10-29 13:08:06.133000","3","False","False",""
"7","7","Grasping Longneck","dsk","Near Mint","English","","","2025-10-29 13:08:06.133000","180","False","False",""
"1","1","Grasping Longneck","dsk","Near Mint","English","foil","","2025-10-29 13:08:06.133000","180","False","False",""
"1","1","Grasping Scoundrel","rix","Near Mint","English","","","2025-10-29 13:08:06.133000","74","False","False",""
"4","4","Grasping Shadows // Shadows' Lair","lci","Near Mint","English","","","2025-10-29 13:08:06.133000","108","False","False",""
"1","1","Grasping Tentacles","spe","Near Mint","English","foil","","2025-10-29 13:08:06.133000","21","False","False",""
"1","1","Grasslands","dmc","Near Mint","English","","","2025-10-29 13:08:06.133000","214","False","False",""
"1","1","Grateful Apparition","cmm","Near Mint","English","","","2025-10-29 13:08:06.133000","824","False","False",""
"1","1","Grateful Apparition","ncc","Near Mint","English","","","2025-10-29 13:08:06.133000","202","False","False",""
"1","1","Grateful Apparition","fic","Near Mint","English","foil","","2025-10-29 13:08:06.133000","244","False","False",""
"1","1","Gratuitous Violence","blc","Near Mint","English","","","2025-10-29 13:08:06.133000","197","False","False",""
"10","10","Gravblade Heavy","eoe","Near Mint","English","","","2025-10-29 13:08:06.133000","102","False","False",""
"2","2","Gravblade Heavy","eoe","Near Mint","English","foil","","2025-10-29 13:08:06.133000","102","False","False",""
"1","1","Grave Exchange","avr","Near Mint","English","","","2025-10-29 13:08:06.133000","105","False","False",""
"1","1","Grave Pact","wot","Near Mint","English","","","2025-10-29 13:08:06.133000","29","False","False",""
"1","1","Grave Strength","j25","Near Mint","English","","","2025-10-29 13:08:06.133000","450","False","False",""
"1","1","Grave Titan","ecc","Near Mint","English","","","2026-02-02 20:20:52.733000","74","False","False",""
"1","1","Grave Titan","drc","Near Mint","English","","","2025-10-29 13:08:06.133000","42","False","False",""
"1","1","Grave Venerations","ecc","Near Mint","English","","","2026-02-02 20:20:52.733000","9","False","False",""
"1","1","Graveblade Marauder","j25","Near Mint","English","","","2025-10-29 13:08:06.133000","451","False","False",""
"1","1","Graveblade Marauder","ncc","Near Mint","English","","","2025-10-29 13:08:06.133000","251","False","False",""
"1","1","Gravecrawler","drc","Near Mint","English","","","2025-10-29 13:08:06.133000","43","False","False",""
"1","1","Gravecrawler","inr","Near Mint","English","","","2025-10-29 13:08:06.133000","114","False","False",""
"1","1","Gravecrawler","tdc","Near Mint","English","","","2025-10-29 13:08:06.133000","93","False","False",""
"3","3","Gravedig","mh3","Near Mint","English","","","2025-10-29 13:08:06.133000","96","False","False",""
"1","1","Gravedigger","j25","Near Mint","English","","","2025-10-29 13:08:06.133000","452","False","False",""
"1","1","Gravedigger","por","Near Mint","English","","","2026-01-08 21:47:12.603000","95","False","False",""
"3","3","Gravelgill Scoundrel","ecl","Near Mint","English","","","2026-02-02 19:51:24.547000","53","False","False",""
"1","1","Graven Cairns","fic","Near Mint","English","","","2025-10-29 13:08:06.133000","401","False","False",""
"1","1","Gravepurge","dtk","Near Mint","English","","","2025-10-29 13:08:06.133000","104","False","False",""
"1","1","Graveshifter","ecl","Near Mint","English","","","2026-02-02 19:27:09.057000","104","False","False",""
"1","1","Graveshifter","m3c","Near Mint","English","","","2025-10-29 13:08:06.133000","198","False","False",""
"1","1","Gravespawn Sovereign","scd","Near Mint","English","","","2025-10-29 13:08:06.133000","79","False","False",""
"4","4","Gravestone Strider","mkm","Near Mint","English","","","2025-10-29 13:08:06.133000","252","False","False",""
"1","1","Graveyard Shift","snc","Near Mint","English","","","2025-10-29 13:08:06.133000","81","False","False",""
"1","1","Gravitational Shift","scd","Near Mint","English","","","2025-10-29 13:08:06.133000","54","False","False",""
"9","9","Gravkill","eoe","Near Mint","English","","","2025-10-29 13:08:06.133000","103","False","False",""
"9","9","Gravpack Monoist","eoe","Near Mint","English","","","2025-10-29 13:08:06.133000","104","False","False",""
"3","3","Gray Harbor Merfolk","clb","Near Mint","English","","","2025-10-29 13:08:06.133000","75","False","False",""
"2","2","Gray Merchant of Alphabet","unf","Near Mint","English","","","2025-10-29 13:08:06.133000","75","False","False",""
"1","1","Gray Merchant of Asphodel","scd","Near Mint","English","","","2025-10-29 13:08:06.133000","80","False","False",""
"3","3","Gray Slaad // Entropic Decay","clb","Near Mint","English","","","2025-10-29 13:08:06.133000","129","False","False",""
"1","1","Graypelt Refuge","scd","Near Mint","English","","","2025-10-29 13:08:06.133000","303","False","False",""
"2","2","Graypelt Refuge","ltc","Near Mint","English","","","2025-10-29 13:08:06.133000","316","False","False",""
"1","1","Graywater's Fixer","otc","Near Mint","English","","","2025-10-29 13:08:06.133000","36","False","False",""
"1","1","Grazilaxx, Illithid Scholar","afr","Near Mint","English","","","2025-10-29 13:08:06.133000","60","False","False",""
"2","2","Greasefang, Okiba Boss","neo","Near Mint","English","","","2025-10-29 13:08:06.133000","220","False","False",""
"1","1","Greasefang, Okiba Boss","neo","Near Mint","English","","","2025-10-29 13:08:06.133000","397","False","False",""
"3","3","Greasewrench Goblin","dft","Near Mint","English","","","2025-10-29 13:08:06.133000","132","False","False",""
"1","1","Great Desert Prospector","bro","Near Mint","English","","","2025-10-29 13:08:06.133000","7","False","False",""
"1","1","Great Divide Guide","tla","Near Mint","English","","","2025-11-19 07:15:28.887000","181","False","False",""
"3","3","Great Forest Druid","ecl","Near Mint","English","","","2026-02-02 18:59:06.447000","178","False","False",""
"1","1","Great Furnace","eoc","Near Mint","English","","","2025-10-29 13:08:06.133000","161","False","False",""
"1","1","Great Furnace","brc","Near Mint","English","","","2025-10-29 13:08:06.133000","187","False","False",""
"2","2","Great Hall of the Citadel","ltr","Near Mint","English","","","2025-10-29 13:08:06.133000","254","False","False",""
"1","1","Great Intelligence's Plan","who","Near Mint","English","","","2025-10-29 13:08:06.133000","133","False","False",""
"1","1","Great Oak Guardian","scd","Near Mint","English","","","2025-10-29 13:08:06.133000","186","False","False",""
"2","2","Great Unclean One","40k","Near Mint","English","","","2025-10-29 13:08:06.133000","35","False","False",""
"5","5","Greataxe","afr","Near Mint","English","","","2025-10-29 13:08:06.133000","245","False","False",""
"2","2","Greater Forgeling","rvr","Near Mint","English","","","2025-10-29 13:08:06.133000","109","False","False",""
"1","1","Greater Good","blc","Near Mint","English","","","2025-10-29 13:08:06.133000","223","False","False",""
"2","2","Greater Mossdog","rvr","Near Mint","English","","","2025-10-29 13:08:06.133000","145","False","False",""
"1","1","Greater Tanuki","neo","Near Mint","English","foil","","2025-10-29 13:08:06.133000","189","False","False",""
"1","1","Greater Tanuki","neo","Near Mint","English","","","2025-10-29 13:08:06.133000","189","False","False",""
"2","2","Greatsword of Tyr","clb","Near Mint","English","","","2025-10-29 13:08:06.133000","22","False","False",""
"1","1","Greed's Gambit","big","Near Mint","English","","","2025-10-29 13:08:06.133000","8","False","False",""
"7","7","Greedy Freebooter","lci","Near Mint","English","","","2025-10-29 13:08:06.133000","109","False","False",""
"2","2","Green Dragon","afr","Near Mint","English","","","2025-10-29 13:08:06.133000","186","False","False",""
"1","1","Green Dragon","afr","Near Mint","English","","","2025-10-29 13:08:06.133000","295","False","False",""
"1","1","Green Goblin, Nemesis","spe","Near Mint","English","foil","","2025-10-29 13:08:06.133000","23","False","False",""
"2","2","Green Sun's Twilight","one","Near Mint","English","","","2025-10-29 13:08:06.133000","169","False","False",""
"1","1","Green Sun's Zenith","spg","Near Mint","English","","","2025-10-29 13:08:06.133000","127","False","False",""
"2","2","Greenbelt Guardian","dft","Near Mint","English","","","2025-10-29 13:08:06.133000","164","False","False",""
"1","1","Greenbelt Radical","mkm","Near Mint","English","","","2025-10-29 13:08:06.133000","163","False","False",""
"2","2","Greenhouse // Rickety Gazebo","dsk","Near Mint","English","","","2025-10-29 13:08:06.133000","181","False","False",""
"1","1","Greensleeves, Maro-Sorcerer","sld","Near Mint","English","","","2025-11-24 15:06:35.527000","2193","False","False",""
"1","1","Greenwarden of Murasa","ecc","Near Mint","English","","","2026-02-02 20:21:09.317000","110","False","False",""
"1","1","Greenwood Sentinel","j25","Near Mint","English","","","2025-10-29 13:08:06.133000","666","False","False",""
"1","1","Gremlin Tamer","dsk","Near Mint","English","foil","","2025-10-29 13:08:06.133000","215","False","False",""
"2","2","Gremlin Tamer","dsk","Near Mint","English","","","2025-10-29 13:08:06.133000","215","False","False",""
"1","1","Grenzo, Havoc Raiser","otc","Near Mint","English","","","2025-10-29 13:08:06.133000","168","False","False",""
"1","1","Grenzo, Havoc Raiser","tdc","Near Mint","English","","","2025-10-29 13:08:06.133000","216","False","False",""
"1","1","Grenzo, Havoc Raiser","cmm","Near Mint","English","","","2025-10-29 13:08:06.133000","228","False","False",""
"2","2","Gretchen Titchwillow","afr","Near Mint","English","","","2025-10-29 13:08:06.133000","223","False","False",""
"1","1","Grey Havens Navigator","ltr","Near Mint","English","","","2025-10-29 13:08:06.133000","53","False","False",""
"1","1","Grey Havens Navigator","ltr","Near Mint","English","foil","","2025-10-29 13:08:06.133000","53","False","False",""
"1","1","Grey Knight Paragon","40k","Near Mint","English","","","2025-10-29 13:08:06.133000","13","False","False",""
"1","1","Grief","spg","Near Mint","English","","","2025-10-29 13:08:06.133000","46","False","False",""
"1","1","Grievous Wound","dsk","Near Mint","English","foil","","2025-10-29 13:08:06.133000","416","False","False",""
"1","1","Grievous Wound","dsk","Near Mint","English","","","2025-10-29 13:08:06.133000","102","False","False",""
"2","2","Griffin Aerie","wot","Near Mint","English","","","2025-10-29 13:08:06.133000","5","False","False",""
"1","1","Griffin Aerie","m21","Near Mint","English","","","2025-10-29 13:08:06.133000","22","False","False",""
"1","1","Griffin Guide","plst","Near Mint","English","","","2025-10-29 13:08:06.133000","TSR-19","False","False",""
"4","4","Griffin Protector","dmu","Near Mint","English","","","2025-10-29 13:08:06.133000","18","False","False",""
"1","1","Griffnaut Tracker","mkm","Near Mint","English","foil","","2025-10-29 13:08:06.133000","17","False","False",""
"5","5","Griffnaut Tracker","mkm","Near Mint","English","","","2025-10-29 13:08:06.133000","17","False","False",""
"10","10","Grim Bauble","dft","Near Mint","English","","","2025-10-29 13:08:06.133000","88","False","False",""
"2","2","Grim Bounty","j25","Near Mint","English","","","2025-10-29 13:08:06.133000","118","False","False",""
"3","3","Grim Bounty","afr","Near Mint","English","","","2025-10-29 13:08:06.133000","106","False","False",""
"1","1","Grim Guardian","jou","Near Mint","English","","","2025-10-29 13:08:06.133000","73","False","False",""
"7","7","Grim Javelineer","dft","Near Mint","English","","","2025-10-29 13:08:06.133000","89","False","False",""
"1","1","Grim Poppet","ecc","Near Mint","English","","","2026-02-02 20:20:52.733000","142","False","False",""
"1","1","Grim Reaper's Sprint","pip","Near Mint","English","","","2025-10-29 13:08:06.133000","58","False","False",""
"2","2","Grim Servant","mh3","Near Mint","English","","","2025-10-29 13:08:06.133000","97","False","False",""
"2","2","Grim Wanderer","afr","Near Mint","English","","","2025-10-29 13:08:06.133000","107","False","False",""
"3","3","Gríma Wormtongue","ltr","Near Mint","English","","","2025-10-29 13:08:06.133000","88","False","False",""
"1","1","Grimoire of the Dead","scd","Near Mint","English","","","2025-10-29 13:08:06.133000","265","False","False",""
"1","1","Grinding Station","mb2","Near Mint","English","foil","","2025-10-29 13:08:06.133000","223","False","False",""
"1","1","Grinning Ignus","stx","Near Mint","English","","","2025-10-29 13:08:06.133000","104","False","False",""
"1","1","Grishnákh, Brash Instigator","ltr","Near Mint","English","foil","","2025-10-29 13:08:06.133000","134","False","False",""
"3","3","Grishnákh, Brash Instigator","ltr","Near Mint","English","","","2025-10-29 13:08:06.133000","134","False","False",""
"5","5","Grisly Ritual","vow","Near Mint","English","","","2025-10-29 13:08:06.133000","116","False","False",""
"1","1","Grisly Salvage","m3c","Near Mint","English","","","2025-10-29 13:08:06.133000","263","False","False",""
"1","1","Grisly Salvage","tdc","Near Mint","English","","","2025-10-29 13:08:06.133000","290","False","False",""
"1","1","Grisly Sigil","snc","Near Mint","English","","","2025-10-29 13:08:06.133000","82","False","False",""
"1","1","Grist, the Hunger Tide","m3c","Near Mint","English","","","2025-10-29 13:08:06.133000","264","False","False",""
"2","2","Gristle Glutton","ecl","Near Mint","English","","","2026-02-02 19:18:31.877000","144","False","False",""
"1","1","Gristle Glutton","ecl","Near Mint","English","foil","","2026-02-02 19:18:19.413000","144","False","False",""
"3","3","Grizzled Angler // Grisly Anglerfish","inr","Near Mint","English","","","2025-10-29 13:08:06.133000","67","False","False",""
"1","1","Grizzly Ghoul","mid","Near Mint","English","","","2025-10-29 13:08:06.133000","226","False","False",""
"2","2","Grizzly Ghoul","inr","Near Mint","English","","","2025-10-29 13:08:06.133000","240","False","False",""
"2","2","Grond, the Gatebreaker","ltr","Near Mint","English","","","2025-10-29 13:08:06.133000","89","False","False",""
"1","1","Grond, the Gatebreaker","ltr","Near Mint","English","foil","","2025-10-29 13:08:06.133000","89","False","False",""
"1","1","Groom's Finery","vow","Near Mint","English","foil","","2025-10-29 13:08:06.133000","117","False","False",""
"1","1","Grothama, All-Devouring","blc","Near Mint","English","","","2025-10-29 13:08:06.133000","224","False","False",""
"4","4","Ground Seal","wot","Near Mint","English","","","2025-10-29 13:08:06.133000","54","False","False",""
"1","1","Ground Seal","c18","Near Mint","English","","","2025-10-29 13:08:06.133000","149","False","False",""
"1","1","Grounded","avr","Near Mint","English","","","2025-10-29 13:08:06.133000","181","False","False",""
"1","1","Groundskeeper","eoc","Near Mint","English","","","2025-10-29 13:08:06.133000","97","False","False",""
"1","1","Groundskeeper","inr","Near Mint","English","","","2025-10-29 13:08:06.133000","200","False","False",""
"5","5","Grow Extra Arms","spm","Near Mint","English","","","2025-10-29 13:08:06.133000","101","False","False",""
"8","8","Grow from the Ashes","fdn","Near Mint","English","","","2025-10-29 13:08:06.133000","225","False","False",""
"3","3","Grow from the Ashes","dom","Near Mint","English","","","2025-10-29 13:08:06.133000","164","False","False",""
"3","3","Growing Dread","dsk","Near Mint","English","","","2025-10-29 13:08:06.133000","216","False","False",""
"1","1","Growth Spasm","mic","Near Mint","English","","","2025-10-29 13:08:06.133000","139","False","False",""
"1","1","Growth Spiral","m3c","Near Mint","English","","","2025-10-29 13:08:06.133000","265","False","False",""
"1","1","Growth Spiral","dmc","Near Mint","English","","","2025-10-29 13:08:06.133000","153","False","False",""
"1","1","Growth Spiral","ltc","Near Mint","English","","","2025-10-29 13:08:06.133000","267","False","False",""
"1","1","Growth Spiral","sld","Near Mint","English","","","2026-01-03 17:41:39.737000","7054","False","False",""
"1","1","Growth Spiral","who","Near Mint","English","","","2025-10-29 13:08:06.133000","237","False","False",""
"1","1","Growth Spiral","lcc","Near Mint","English","","","2025-10-29 13:08:06.133000","270","False","False",""
"1","1","Growth Spiral","sta","Near Mint","English","","","2025-10-29 13:08:06.133000","61","False","False",""
"1","1","Grub, Storied Matriarch // Grub, Notorious Auntie","ecl","Near Mint","English","","","2026-01-31 18:33:20.710000","105","False","False",""
"1","1","Grub's Command","ecl","Near Mint","English","","","2026-01-31 18:33:10.670000","228","False","False",""
"2","2","Gruesome Realization","bro","Near Mint","English","","","2025-10-29 13:08:06.133000","103","False","False",""
"1","1","Grumgully, the Generous","blc","Near Mint","English","","","2025-10-29 13:08:06.133000","253","False","False",""
"1","1","Gruul Guildgate","rvr","Near Mint","English","","","2025-10-29 13:08:06.133000","279","False","False",""
"1","1","Gruul Signet","blc","Near Mint","English","","","2025-10-29 13:08:06.133000","273","False","False",""
"1","1","Gruul Signet","rvr","Near Mint","English","","","2025-10-29 13:08:06.133000","259","False","False",""
"1","1","Gruul Turf","ecc","Near Mint","English","","","2026-02-02 20:20:52.733000","152","False","False",""
"1","1","Gruul Turf","blc","Near Mint","English","","","2025-10-29 13:08:06.133000","310","False","False",""
"3","3","Gryff Rider","vow","Near Mint","English","","","2025-10-29 13:08:06.133000","15","False","False",""
"1","1","Gryff Vanguard","avr","Near Mint","English","","","2025-10-29 13:08:06.133000","59","False","False",""
"2","2","Gryff's Boon","inr","Near Mint","English","","","2025-10-29 13:08:06.133000","25","False","False",""
"1","1","Gryffwing Cavalry","vow","Near Mint","English","","","2025-10-29 13:08:06.133000","16","False","False",""
"1","1","Guadosalam, Farplane Gateway","fin","Near Mint","English","foil","","2025-10-29 13:08:06.133000","281","False","False",""
"8","8","Guadosalam, Farplane Gateway","fin","Near Mint","English","","","2025-10-29 13:08:06.133000","281","False","False",""
"1","1","Guarded Heir","fdn","Near Mint","English","","","2025-10-29 13:08:06.133000","14","False","False",""
"1","1","Guardian Angel","2ed","Near Mint","English","","","2025-10-29 13:08:06.133000","22","False","False",""
"1","1","Guardian Idol","j25","Near Mint","English","","","2025-10-29 13:08:06.133000","753","False","False",""
"2","2","Guardian Naga // Banishing Coils","clb","Near Mint","English","","","2025-10-29 13:08:06.133000","23","False","False",""
"1","1","Guardian of Faith","afr","Near Mint","English","","","2025-10-29 13:08:06.133000","18","False","False",""
"2","2","Guardian of Ghirapur","mom","Near Mint","English","","","2025-10-29 13:08:06.133000","16","False","False",""
"1","1","Guardian of New Benalia","dmu","Near Mint","English","","","2025-10-29 13:08:06.133000","19","False","False",""
"4","4","Guardian of Pilgrims","inr","Near Mint","English","","","2025-10-29 13:08:06.133000","26","False","False",""
"3","3","Guardian of the Forgotten","mh3","Near Mint","English","","","2025-10-29 13:08:06.133000","28","False","False",""
"4","4","Guardian of the Great Door","lci","Near Mint","English","","","2025-10-29 13:08:06.133000","16","False","False",""
"1","1","Guardian Project","pip","Near Mint","English","","","2025-10-29 13:08:06.133000","199","False","False",""
"2","2","Guardian Sunmare","dft","Near Mint","English","","","2025-10-29 13:08:06.133000","15","False","False",""
"2","2","Guardian Sunmare","dft","Near Mint","English","","","2025-10-29 13:08:06.133000","334","False","False",""
"1","1","Guardians of Oboro","neo","Near Mint","English","","","2025-10-29 13:08:06.133000","56","False","False",""
"1","1","Guardians of Oboro","neo","Near Mint","English","","","2025-10-29 13:08:06.133000","317","False","False",""
"2","2","Guess Your Fate","unf","Near Mint","English","","","2025-10-29 13:08:06.133000","215d","False","False",""
"1","1","Guff Rewrites History","cmm","Near Mint","English","","","2025-10-29 13:08:06.133000","737","False","False",""
"2","2","Guidelight Matrix","dft","Near Mint","English","foil","","2025-10-29 13:08:06.133000","233","False","False",""
"6","6","Guidelight Matrix","dft","Near Mint","English","","","2025-10-29 13:08:06.133000","233","False","False",""
"7","7","Guidelight Optimizer","dft","Near Mint","English","","","2025-10-29 13:08:06.133000","45","False","False",""
"2","2","Guidelight Pathmaker","dft","Near Mint","English","","","2025-10-29 13:08:06.133000","324","False","False",""
"6","6","Guidelight Pathmaker","dft","Near Mint","English","","","2025-10-29 13:08:06.133000","206","False","False",""
"2","2","Guidelight Synergist","dft","Near Mint","English","","","2025-10-29 13:08:06.133000","16","False","False",""
"2","2","Guiding Bolt","clb","Near Mint","English","","","2025-10-29 13:08:06.133000","24","False","False",""
"4","4","Guiding Voice","stx","Near Mint","English","","","2025-10-29 13:08:06.133000","19","False","False",""
"1","1","Guiding Voice","stx","Near Mint","English","foil","","2025-10-29 13:08:06.133000","19","False","False",""
"1","1","Guild Artisan","clb","Near Mint","English","","","2025-10-29 13:08:06.133000","179","False","False",""
"1","1","Guild Summit","grn","Near Mint","English","","","2025-10-29 13:08:06.133000","41","False","False",""
"1","1","Guild Thief","afr","Near Mint","English","","","2025-10-29 13:08:06.133000","61","False","False",""
"3","3","Guildsworn Prowler","clb","Near Mint","English","","","2025-10-29 13:08:06.133000","130","False","False",""
"1","1","Guise of Fire","avr","Near Mint","English","","","2025-10-29 13:08:06.133000","137","False","False",""
"1","1","Gulping Scraptrap","one","Near Mint","English","foil","","2025-10-29 13:08:06.133000","96","False","False",""
"1","1","Gunner Conscript","pip","Near Mint","English","","","2025-10-29 13:08:06.133000","77","False","False",""
"3","3","Gurgling Anointer","bro","Near Mint","English","","","2025-10-29 13:08:06.133000","104","False","False",""
"1","1","Gurmag Nightwatch","tdm","Near Mint","English","foil","","2025-10-29 13:08:06.133000","190","False","False",""
"7","7","Gurmag Nightwatch","tdm","Near Mint","English","","","2025-10-29 13:08:06.133000","190","False","False",""
"1","1","Gurmag Rakshasa","tdm","Near Mint","English","foil","","2025-10-29 13:08:06.133000","81","False","False",""
"4","4","Gurmag Rakshasa","tdm","Near Mint","English","","","2025-10-29 13:08:06.133000","81","False","False",""
"3","3","Guru Pathik","tla","Near Mint","English","","","2025-11-25 22:18:18.087000","223","False","False",""
"2","2","Gust of Wind","j25","Near Mint","English","","","2025-10-29 13:08:06.133000","316","False","False",""
"1","1","Gut, True Soul Zealot","clb","Near Mint","English","","","2025-10-29 13:08:06.133000","399","False","False",""
"4","4","Gutless Plunderer","fdn","Near Mint","English","","","2025-10-29 13:08:06.133000","60","False","False",""
"1","1","Gutsplitter Gang","ecl","Near Mint","English","","","2026-02-02 19:26:45.533000","106","False","False",""
"2","2","Gutter Skulker // Gutter Shortcut","vow","Near Mint","English","","","2025-10-29 13:08:06.133000","62","False","False",""
"1","1","Guttersnipe","cmm","Near Mint","English","","","2025-10-29 13:08:06.133000","229","False","False",""
